date,weightclass,fighter,rank
2020-09-28,Flyweight,Kai Kara-France,8
2020-09-28,Flyweight,Rogerio Bontorin,9
2020-09-28,Flyweight,Matt Schnell,10
2020-09-28,Flyweight,David Dvorak,11
2020-09-28,Flyweight,Raulian Paiva,12
2020-09-28,Flyweight,Tim Elliott,13
2020-09-28,Flyweight,Jordan Espinosa,14
2020-09-28,Flyweight,Tyson Nam,15
2020-09-28,Bantamweight,Petr Yan,0
2020-09-28,Bantamweight,Marlon Moraes,1
2020-09-28,Bantamweight,Aljamain Sterling,2
2020-09-28,Bantamweight,Cody Garbrandt,3
2020-09-28,Bantamweight,Cory Sandhagen,4
2020-09-28,Bantamweight,Frankie Edgar,5
2020-09-28,Bantamweight,Pedro Munhoz,6
2020-09-28,Bantamweight,Jose Aldo,7
2020-09-28,Bantamweight,Jimmie Rivera,8
2020-09-28,Bantamweight,Raphael Assuncao,9
2020-09-28,Bantamweight,Dominick Cruz,10
2020-09-28,Bantamweight,Rob Font,11
2020-09-28,Bantamweight,Cody Stamann,12
2020-09-28,Bantamweight,Merab Dvalishvili,13
2020-09-28,Bantamweight,Song Yadong,14
2020-09-28,Bantamweight,Marlon Vera,15
2020-09-28,Featherweight,Alexander Volkanovski,0
2020-09-28,Featherweight,Max Holloway,1
2020-09-28,Featherweight,Brian Ortega,2
2020-09-28,Featherweight,Zabit Magomedsharipov,3
2020-09-28,Featherweight,Chan Sung Jung,4
2020-09-28,Featherweight,Yair Rodriguez,5
2020-09-28,Featherweight,Calvin Kattar,6
2020-09-28,Featherweight,Josh Emmett,7
2020-09-28,Featherweight,Jeremy Stephens,8
2020-09-28,Featherweight,Arnold Allen,9
2020-09-28,Featherweight,Shane Burgos,10
2020-09-28,Featherweight,Dan Ige,10
2020-09-28,Featherweight,Sodiq Yusuff,12
2020-09-28,Featherweight,Ryan Hall,13
2020-09-28,Featherweight,Edson Barboza,14
2020-09-28,Featherweight,Bryce Mitchell,15
2020-09-28,Lightweight,Khabib Nurmagomedov,0
2020-09-28,Lightweight,Justin Gaethje,1
2020-09-28,Lightweight,Dustin Poirier,2
2020-09-28,Lightweight,Tony Ferguson,3
2020-09-28,Lightweight,Dan Hooker,4
2020-09-28,Lightweight,Conor McGregor,5
2020-09-28,Lightweight,Charles Oliveira,6
2020-09-28,Lightweight,Paul Felder,7
2020-09-28,Lightweight,Diego Ferreira,8
2020-09-28,Lightweight,Al Iaquinta,9
2020-09-28,Lightweight,Kevin Lee,10
2020-09-28,Lightweight,Beneil Dariush,11
2020-09-28,Lightweight,Islam Makhachev,12
2020-09-28,Lightweight,Gregor Gillespie,13
2020-09-28,Lightweight,Drew Dober,14
2020-09-28,Lightweight,Donald Cerrone,15
2020-09-28,Welterweight,Kamaru Usman,0
2020-09-28,Welterweight,Colby Covington,1
2020-09-28,Welterweight,Gilbert Burns,2
2020-09-28,Welterweight,Leon Edwards,3
2020-09-28,Welterweight,Jorge Masvidal,4
2020-09-28,Welterweight,Stephen Thompson,5
2020-09-28,Welterweight,Demian Maia,6
2020-09-28,Welterweight,Tyron Woodley,7
2020-09-28,Welterweight,Michael Chiesa,8
2020-09-28,Welterweight,Rafael Dos Anjos,9
2020-09-28,Welterweight,Vicente Luque,10
2020-09-28,Welterweight,Neil Magny,10
2020-09-28,Welterweight,Geoff Neal,12
2020-09-28,Welterweight,Nate Diaz,13
2020-09-28,Welterweight,Anthony Pettis,14
2020-09-28,Welterweight,Robbie Lawler,15
2020-09-28,Middleweight,Israel Adesanya,0
2020-09-28,Middleweight,Robert Whittaker,1
2020-09-28,Middleweight,Paulo Costa,2
2020-09-28,Middleweight,Jared Cannonier,3
2020-09-28,Middleweight,Jack Hermansson,4
2020-09-28,Middleweight,Yoel Romero,5
2020-09-28,Middleweight,Darren Till,6
2020-09-28,Middleweight,Derek Brunson,7
2020-09-28,Middleweight,Kelvin Gastelum,8
2020-09-28,Middleweight,Chris Weidman,9
2020-09-28,Middleweight,Uriah Hall,10
2020-09-28,Middleweight,Edmen Shahbazyan,11
2020-09-28,Middleweight,Brad Tavares,12
2020-09-28,Middleweight,Omari Akhmedov,13
2020-09-28,Middleweight,Marvin Vettori,14
2020-09-28,Middleweight,Ian Heinisch,15
2020-09-28,Light Heavyweight,Jan Blachowicz,0
2020-09-28,Light Heavyweight,Thiago Santos,1
2020-09-28,Light Heavyweight,Dominick Reyes,2
2020-09-28,Light Heavyweight,Glover Teixeira,3
2020-09-28,Light Heavyweight,Aleksandar Rakic,4
2020-09-28,Light Heavyweight,Jiri Prochazka,5
2020-09-28,Light Heavyweight,Volkan Oezdemir,6
2020-09-28,Light Heavyweight,Anthony Smith,7
2020-09-28,Light Heavyweight,Nikita Krylov,8
2020-09-28,Light Heavyweight,Johnny Walker,9
2020-09-28,Light Heavyweight,Misha Cirkunov,10
2020-09-28,Light Heavyweight,Magomed Ankalaev,11
2020-09-28,Light Heavyweight,Ryan Spann,12
2020-09-28,Light Heavyweight,Mauricio Rua,13
2020-09-28,Light Heavyweight,Paul Craig,14
2020-09-28,Light Heavyweight,Ovince Saint Preux,15
2020-09-28,Heavyweight,Stipe Miocic,0
2020-09-28,Heavyweight,Francis Ngannou,1
2020-09-28,Heavyweight,Curtis Blaydes,2
2020-09-28,Heavyweight,Jairzinho Rozenstruik,3
2020-09-28,Heavyweight,Derrick Lewis,4
2020-09-28,Heavyweight,Alistair Overeem,5
2020-09-28,Heavyweight,Alexander Volkov,6
2020-09-28,Heavyweight,Junior Dos Santos,7
2020-09-28,Heavyweight,Walt Harris,8
2020-09-28,Heavyweight,Shamil Abdurakhimov,9
2020-09-28,Heavyweight,Augusto Sakai,10
2020-09-28,Heavyweight,Aleksei Oleinik,11
2020-09-28,Heavyweight,Sergei Pavlovich,12
2020-09-28,Heavyweight,Ciryl Gane,13
2020-09-28,Heavyweight,Blagoy Ivanov,14
2020-09-28,Heavyweight,Tanner Boser,15
2020-09-28,Women's Strawweight,Weili Zhang,0
2020-09-28,Women's Strawweight,Rose Namajunas,1
2020-09-28,Women's Strawweight,Jessica Andrade,2
2020-09-28,Women's Strawweight,Tatiana Suarez,3
2020-09-28,Women's Strawweight,Joanna Jedrzejczyk,4
2020-09-28,Women's Strawweight,Nina Ansaroff,5
2020-09-28,Women's Strawweight,Carla Esparza,6
2020-09-28,Women's Strawweight,Claudia Gadelha,7
2020-09-28,Women's Strawweight,Michelle Waterson,8
2020-09-28,Women's Strawweight,Marina Rodriguez,9
2020-09-28,Women's Strawweight,Yan Xiaonan,10
2020-09-28,Women's Strawweight,Tecia Torres,11
2020-09-28,Women's Strawweight,Amanda Ribas,12
2020-09-28,Women's Strawweight,Angela Hill,13
2020-09-28,Women's Strawweight,Mackenzie Dern,14
2020-09-28,Women's Strawweight,Virna Jandiroba,15
2020-09-28,Women's Flyweight,Valentina Shevchenko,0
2020-09-28,Women's Flyweight,Katlyn Chookagian,1
2020-09-28,Women's Flyweight,Cynthia Calvillo,2
2020-09-28,Women's Flyweight,Jennifer Maia,3
2020-09-28,Women's Flyweight,Lauren Murphy,4
2020-09-28,Women's Flyweight,Jessica Eye,5
2020-09-28,Women's Flyweight,Joanne Calderwood,6
2020-09-28,Women's Flyweight,Roxanne Modafferi,7
2020-09-28,Women's Flyweight,Viviane Araujo,8
2020-09-28,Women's Flyweight,Andrea Lee,9
2020-09-28,Women's Flyweight,Maycee Barber,10
2020-09-28,Women's Flyweight,Alexis Davis,11
2020-09-28,Women's Flyweight,Montana De La Rosa,12
2020-09-28,Women's Flyweight,Antonina Shevchenko,13
2020-09-28,Women's Flyweight,Alexa Grasso,14
2020-09-28,Women's Flyweight,Gillian Robertson,15
2020-09-28,Women's Bantamweight,Amanda Nunes,0
2020-09-28,Women's Bantamweight,Germaine de Randamie,1
2020-09-28,Women's Bantamweight,Holly Holm,2
2020-09-28,Women's Bantamweight,Aspen Ladd,3
2020-09-28,Women's Bantamweight,Julianna Pena,4
2020-09-28,Women's Bantamweight,Raquel Pennington,5
2020-09-28,Women's Bantamweight,Irene Aldana,6
2020-09-28,Women's Bantamweight,Ketlen Vieira,7
2020-09-28,Women's Bantamweight,Yana Kunitskaya,8
2020-09-28,Women's Bantamweight,Sara McMann,9
2020-09-28,Women's Bantamweight,Marion Reneau,10
2020-09-28,Women's Bantamweight,Macy Chiasson,11
2020-09-28,Women's Bantamweight,Lina Lansberg,12
2020-09-28,Women's Bantamweight,Sijara Eubanks,13
2020-09-28,Women's Bantamweight,Pannie Kianzad,14
2020-09-28,Women's Bantamweight,Julia Avila,15
2020-09-28,Women's Featherweight,Amanda Nunes,0
